EUR,ENERGY,timestamp
500000000000000000000000,0,1691657540.1593437
500090000000000000000000,0,1691657553.407462
500390000000000000000000,0,1691657567.4758692
502970000000000000000000,0,1691657582.6371098
503060000000000000000000,0,1691657599.1790414
503600000000000000000000,0,1691657625.808973
503930000000000000000000,0,1691657663.6479123
505250000000000000000000,0,1691657702.036538
506600000000000000000000,0,1691657741.9286942
508040000000000000000000,0,1691657781.0893497
510140000000000000000000,0,1691657821.9369102
510230000000000000000000,0,1691657863.8381314
511010000000000000000000,0,1691657907.1796427
513890000000000000000000,0,1691658131.1320913
514640000000000000000000,0,1691658191.9085546
516170000000000000000000,0,1691658248.273208
516230000000000000000000,0,1691658306.7322106
517640000000000000000000,0,1691658366.3539975
517940000000000000000000,0,1691658429.0730507
518120000000000000000000,0,1691658492.715117
520700000000000000000000,0,1691658558.2561457
521900000000000000000000,0,1691658633.4914844
525440000000000000000000,0,1691658716.1407197
525530000000000000000000,0,1691658788.319637
527720000000000000000000,0,1691658867.6744194
528140000000000000000000,0,1691659059.5939162
528230000000000000000000,0,1691659105.255022
529550000000000000000000,0,1691659153.0230289
529610000000000000000000,0,1691659199.8585997
531020000000000000000000,0,1691659247.851336
531320000000000000000000,0,1691659297.5679638
531380000000000000000000,0,1691659347.9147892
531920000000000000000000,0,1691659399.8810995
532340000000000000000000,0,1691659452.4564204
532430000000000000000000,0,1691659506.085441
534710000000000000000000,0,1691659560.5722663
538820000000000000000000,0,1691659615.8127637
541490000000000000000000,0,1691659677.1195076
541790000000000000000000,0,1691659749.2837677
542870000000000000000000,0,1691659929.717557
543650000000000000000000,0,1691659989.696098
544070000000000000000000,0,1691660051.8642123
545360000000000000000000,0,1691660117.1493788
546530000000000000000000,0,1691660181.2064745
546860000000000000000000,0,1691660246.0132399
549140000000000000000000,0,1691660312.6376715
551240000000000000000000,0,1691660380.1708257
551300000000000000000000,0,1691660452.7233253
553970000000000000000000,0,1691660523.5932646
554180000000000000000000,0,1691660594.5688055
554270000000000000000000,0,1691660666.8994043
555740000000000000000000,0,1691660742.2220385
556850000000000000000000,0,1691660826.247192
557420000000000000000000,0,1691660912.2098353
557720000000000000000000,0,1691661219.2849474
559040000000000000000000,0,1691661309.463377
562520000000000000000000,0,1691661400.4637861
562940000000000000000000,0,1691661492.6403024
565220000000000000000000,0,1691661585.397362
565850000000000000000000,0,1691661689.4745018
566150000000000000000000,0,1691661773.8463264
566420000000000000000000,0,1691661873.9161909
566480000000000000000000,0,1691662055.5396314
566570000000000000000000,0,1691662225.4436677
569180000000000000000000,0,1691662396.246826
571820000000000000000000,0,1691662568.1229322
571910000000000000000000,0,1691662769.2503686
572600000000000000000000,0,1691663551.8083608
572930000000000000000000,0,1691663661.5572062
573200000000000000000000,0,1691663761.7452936
574520000000000000000000,0,1691663870.3318334
577520000000000000000000,0,1691663975.8506727
579980000000000000000000,0,1691664083.2771137
580910000000000000000000,0,1691664189.168
582260000000000000000000,0,1691664295.565101
582560000000000000000000,0,1691664402.297823
584060000000000000000000,0,1691664513.604059
586670000000000000000000,0,1691664630.1585326
586910000000000000000000,0,1691665194.6645174
586970000000000000000000,0,1691665309.4503217
589520000000000000000000,0,1691665426.739801
590810000000000000000000,0,1691665544.8983774
594440000000000000000000,0,1691665669.7117374
595130000000000000000000,0,1691665793.2697833
595610000000000000000000,0,1691665915.5689836
595940000000000000000000,0,1691666045.4611623
596270000000000000000000,0,1691666178.190513
597950000000000000000000,0,1691666307.8743021
600470000000000000000000,0,1691666468.043642
600740000000000000000000,0,1691666595.9063761
601280000000000000000000,0,1691667060.7552571
601340000000000000000000,0,1691667275.1194115
601640000000000000000000,0,1691667425.246928
602330000000000000000000,0,1691667560.081532
604610000000000000000000,0,1691667696.779648
605900000000000000000000,0,1691667832.1800973
608330000000000000000000,0,1691667966.9331717
610610000000000000000000,0,1691668103.0870333
612110000000000000000000,0,1691668240.186344
612440000000000000000000,0,1691668379.153337
612500000000000000000000,0,1691668524.8257823
613820000000000000000000,0,1691668667.4346278
613850000000000000000000,0,1691668813.872719
614060000000000000000000,0,1691668962.3117378
