EUR,ENERGY,timestamp
500240000000000000000000,0,1691657510.4440165
500330000000000000000000,0,1691657515.0341275
501035000000000000000000,0,1691657520.6712854
501260000000000000000000,0,1691657526.5427113
501590000000000000000000,0,1691657930.0452287
502280000000000000000000,0,1691657952.5935092
502430000000000000000000,0,1691657975.6385088
502460000000000000000000,0,1691657999.2589262
503555000000000000000000,0,1691658971.4855042
503705000000000000000000,0,1691658992.4812918
503795000000000000000000,0,1691659014.3527293
505265000000000000000000,0,1691659868.9883258
506885000000000000000000,0,1691660996.7613475
507005000000000000000000,0,1691661039.8665125
507485000000000000000000,0,1691661085.805909
508550000000000000000000,0,1691663085.7444382
508925000000000000000000,0,1691663190.0184896
508955000000000000000000,0,1691663273.1937225
509075000000000000000000,0,1691663327.2078385
509120000000000000000000,0,1691663384.130406
509405000000000000000000,0,1691663439.1158872
510035000000000000000000,0,1691664741.3389156
510140000000000000000000,0,1691664796.3084598
510530000000000000000000,0,1691664861.1480312
511295000000000000000000,0,1691664938.3088071
511340000000000000000000,0,1691665013.5696561
511790000000000000000000,0,1691666660.1126459
512045000000000000000000,0,1691666723.087898
512105000000000000000000,0,1691666787.1901984
